OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00710,eastus2-dc08-cap01,eastus2-dc08,eastus2,F128,AMD-highmem,2025-10-25,Sev2,Unplanned reboot,159,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00331,northcentralus-dc02-cap01,northcentralus-dc02,northcentralus,F64,GPU-class,2025-10-25,Sev2,Memory pressure,46,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00832,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-10-25,Sev1,Node unresponsive,145,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00127,centralindia-dc02-cap01,centralindia-dc02,centralindia,F8,Intel-highmem,2025-10-25,Sev4,Capacity throttling,11,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00507,canadacentral-dc06-cap01,canadacentral-dc06,canadacentral,F64,AMD-highmem,2025-10-25,Sev2,Node unresponsive,133,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00474,canadacentral-dc02-cap05,canadacentral-dc02,canadacentral,F4,AMD-standard,2025-10-25,Sev3,Network partition,43,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00740,uksouth-dc01-cap02,uksouth-dc01,uksouth,F64,AMD-standard,2025-10-25,Sev4,Unplanned reboot,6,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00660,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2025-10-25,Sev4,Capacity throttling,12,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00488,canadacentral-dc04-cap01,canadacentral-dc04,canadacentral,F128,AMD-highmem,2025-10-26,Sev1,Capacity throttling,101,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00906,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2025-10-26,Sev4,Capacity throttling,14,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00957,northeurope-dc07-cap01,northeurope-dc07,northeurope,F32,AMD-standard,2025-10-26,Sev2,Node unresponsive,140,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00230,centralindia-dc10-cap02,centralindia-dc10,centralindia,F4,Intel-highmem,2025-10-26,Sev4,Capacity throttling,12,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00794,uksouth-dc06-cap06,uksouth-dc06,uksouth,F2,AMD-highmem,2025-10-26,Sev4,Network partition,7,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00087,southcentralus-dc07-cap03,southcentralus-dc07,southcentralus,F4,Intel-highmem,2025-10-26,Sev3,Unplanned reboot,21,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00026,southcentralus-dc01-cap04,southcentralus-dc01,southcentralus,F4,Intel-highmem,2025-10-26,Sev3,Network partition,9,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00361,northcentralus-dc04-cap03,northcentralus-dc04,northcentralus,F4,GPU-class,2025-10-26,Sev2,Unplanned reboot,59,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00306,westeurope-dc10-cap02,westeurope-dc10,westeurope,F64,GPU-class,2025-10-27,Sev2,Capacity throttling,53,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00159,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2025-10-27,Sev4,Memory pressure,5,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00840,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2025-10-27,Sev3,Storage latency,44,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00216,centralindia-dc10-cap01,centralindia-dc10,centralindia,F64,Intel-highmem,2025-10-27,Sev1,Storage latency,394,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00804,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2025-10-28,Sev1,Capacity throttling,393,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00316,westeurope-dc10-cap05,westeurope-dc10,westeurope,F2,GPU-class,2025-10-28,Sev2,Capacity throttling,84,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00632,canadaeast-dc09-cap03,canadaeast-dc09,canadaeast,F16,AMD-highmem,2025-10-28,Sev4,Memory pressure,14,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00094,southcentralus-dc08-cap02,southcentralus-dc08,southcentralus,F4,Intel-standard,2025-10-29,Sev3,Unplanned reboot,50,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00379,northcentralus-dc06-cap01,northcentralus-dc06,northcentralus,F128,GPU-class,2025-10-29,Sev4,Node unresponsive,7,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00211,centralindia-dc09-cap02,centralindia-dc09,centralindia,F2,Intel-highmem,2025-10-29,Sev4,Storage latency,11,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00330,northcentralus-dc02-cap01,northcentralus-dc02,northcentralus,F64,GPU-class,2025-10-29,Sev2,Network partition,36,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00846,uksouth-dc08-cap02,uksouth-dc08,uksouth,F64,AMD-highmem,2025-10-29,Sev3,Storage latency,15,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00098,southcentralus-dc09-cap01,southcentralus-dc09,southcentralus,F16,Intel-standard,2025-10-29,Sev3,Node unresponsive,49,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00368,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2025-10-29,Sev3,Capacity throttling,53,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00567,canadaeast-dc01-cap01,canadaeast-dc01,canadaeast,F128,AMD-highmem,2025-10-30,Sev3,Unplanned reboot,7,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00481,canadacentral-dc03-cap02,canadacentral-dc03,canadacentral,F64,AMD-highmem,2025-10-30,Sev1,Storage latency,67,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00171,centralindia-dc05-cap03,centralindia-dc05,centralindia,F4,Intel-highmem,2025-10-30,Sev2,Storage latency,173,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00743,uksouth-dc01-cap02,uksouth-dc01,uksouth,F64,AMD-standard,2025-10-30,Sev3,Unplanned reboot,31,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00234,centralindia-dc10-cap02,centralindia-dc10,centralindia,F4,Intel-highmem,2025-10-30,Sev4,Network partition,14,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00348,northcentralus-dc04-cap01,northcentralus-dc04,northcentralus,F64,GPU-class,2025-10-30,Sev3,Network partition,23,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00884,westus2-dc04-cap03,westus2-dc04,westus2,F2,AMD-standard,2025-10-31,Sev1,Node unresponsive,182,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00327,northcentralus-dc02-cap01,northcentralus-dc02,northcentralus,F64,GPU-class,2025-10-31,Sev3,Node unresponsive,6,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00279,westeurope-dc07-cap02,westeurope-dc07,westeurope,F2,GPU-class,2025-10-31,Sev3,Storage latency,33,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00587,canadaeast-dc03-cap01,canadaeast-dc03,canadaeast,F128,AMD-standard,2025-10-31,Sev1,Unplanned reboot,321,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00829,uksouth-dc07-cap02,uksouth-dc07,uksouth,F32,AMD-standard,2025-10-31,Sev4,Network partition,9,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00254,westeurope-dc02-cap01,westeurope-dc02,westeurope,F64,AMD-highmem,2025-10-31,Sev2,Capacity throttling,24,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00505,canadacentral-dc06-cap01,canadacentral-dc06,canadacentral,F64,AMD-highmem,2025-10-31,Sev1,Capacity throttling,308,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00102,southcentralus-dc09-cap02,southcentralus-dc09,southcentralus,F8,Intel-standard,2025-11-01,Sev2,Network partition,145,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00115,southcentralus-dc10-cap04,southcentralus-dc10,southcentralus,F2,Intel-highmem,2025-11-01,Sev3,Storage latency,58,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00541,canadacentral-dc07-cap04,canadacentral-dc07,canadacentral,F8,AMD-standard,2025-11-01,Sev4,Node unresponsive,14,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00158,centralindia-dc04-cap03,centralindia-dc04,centralindia,F4,Intel-highmem,2025-11-01,Sev4,Unplanned reboot,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00322,northcentralus-dc01-cap02,northcentralus-dc01,northcentralus,F4,GPU-class,2025-11-01,Sev3,Memory pressure,53,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00270,westeurope-dc06-cap02,westeurope-dc06,westeurope,F4,GPU-class,2025-11-01,Sev4,Memory pressure,4,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00751,uksouth-dc02-cap03,uksouth-dc02,uksouth,F4,AMD-highmem,2025-11-01,Sev2,Network partition,43,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00213,centralindia-dc09-cap02,centralindia-dc09,centralindia,F2,Intel-highmem,2025-11-01,Sev2,Capacity throttling,119,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00125,centralindia-dc01-cap03,centralindia-dc01,centralindia,F2,Intel-standard,2025-11-02,Sev3,Unplanned reboot,46,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00335,northcentralus-dc02-cap02,northcentralus-dc02,northcentralus,F8,GPU-class,2025-11-02,Sev2,Storage latency,165,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00715,eastus2-dc08-cap02,eastus2-dc08,eastus2,F128,AMD-highmem,2025-11-02,Sev4,Storage latency,11,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00843,uksouth-dc08-cap02,uksouth-dc08,uksouth,F64,AMD-highmem,2025-11-02,Sev1,Capacity throttling,87,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00080,southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,F16,Intel-highmem,2025-11-02,Sev2,Network partition,76,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00468,canadacentral-dc02-cap02,canadacentral-dc02,canadacentral,F64,AMD-standard,2025-11-02,Sev4,Node unresponsive,10,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
